minutes,object_id,timestamp,date,last,last_ts,max,sum,mean,count
60,6602,2019-05-01 16:00:00,2019-05,6.84,1556729995000,10.74,433.63992,8.33923,52
60,6602,2019-05-01 15:00:00,2019-05,8.79,1556726333000,11.72,491.25012000000004,9.63236,51
60,6602,2019-05-01 14:00:00,2019-05,10.74,1556722726000,13.67,589.8599,11.56588,51
60,6602,2019-05-01 13:00:00,2019-05,11.72,1556719132000,13.67,608.5198,12.1704,50
60,6602,2019-05-01 12:00:00,2019-05,12.7,1556715559000,14.65,653.52026,12.814119999999999,51
60,6602,2019-05-01 11:00:00,2019-05,12.7,1556711964000,15.63,647.6202400000001,12.69844,51
60,6602,2019-05-01 10:00:00,2019-05,11.72,1556708355000,13.67,607.50995,11.91196,51
60,6602,2019-05-01 09:00:00,2019-05,11.72,1556704760000,13.67,579.14996,11.35588,51
60,6602,2019-06-01 20:00:00,2019-06,1.95,1559422773000,1.95,4.8900003,0.09587999999999999,51
60,6602,2019-06-01 19:00:00,2019-06,0.0,1559419164000,1.95,2.93,0.05745,51
60,6602,2019-06-01 18:00:00,2019-06,0.0,1559415570000,2.93,45.929996,0.90059,51
60,6602,2019-06-01 17:00:00,2019-06,2.93,1559411975000,5.86,185.5899,3.63902,51
60,6602,2019-06-01 16:00:00,2019-06,5.86,1559408379000,11.72,406.25982999999997,7.96588,51
60,6602,2019-06-01 15:00:00,2019-06,9.77,1559404784000,12.7,542.9599599999999,10.64627,51
60,6602,2019-06-01 14:00:00,2019-06,11.72,1559401178000,12.7,613.3998,12.02745,51
60,6602,2019-06-01 13:00:00,2019-06,11.72,1559397583000,13.67,647.6602,12.69922,51
60,6602,2019-06-01 12:00:00,2019-06,12.7,1559393988000,13.67,641.80035,12.58432,51
60,6602,2019-06-01 11:00:00,2019-06,11.72,1559390395000,13.67,595.74994,11.68137,51
60,6602,2019-06-01 10:00:00,2019-06,11.72,1559386799000,13.67,559.4898,10.97039,51
60,6602,2019-06-01 09:00:00,2019-06,10.74,1559383195000,12.7,575.18,11.278039999999999,51
60,6602,2019-07-01 20:00:00,2019-07,0.0,1562014775000,1.95,6.84,0.13412000000000002,51
60,6602,2019-07-01 19:00:00,2019-07,0.0,1562011178000,1.95,3.91,0.07667,51
60,6602,2019-07-01 18:00:00,2019-07,0.98,1562007583000,1.95,16.639997,0.32627,51
60,6602,2019-07-01 17:00:00,2019-07,0.98,1562003987000,5.86,125.05006000000002,2.4519599999999997,51
60,6602,2019-07-01 16:00:00,2019-07,5.86,1562000382000,9.77,393.57977,7.71725,51
60,6602,2019-07-01 15:00:00,2019-07,9.77,1561996788000,12.7,564.53,11.06922,51
60,6602,2019-07-01 14:00:00,2019-07,3.91,1561993191000,15.63,552.76984,10.83862,51
60,6602,2019-07-01 13:00:00,2019-07,5.86,1561989596000,15.63,620.13983,11.92577,52
60,6602,2019-07-01 12:00:00,2019-07,13.67,1561985923000,14.65,644.6901,12.8938,50
60,6602,2019-07-01 11:00:00,2019-07,12.7,1561982395000,15.63,667.1301,12.82943,52
60,6602,2019-07-01 10:00:00,2019-07,11.72,1561978729000,14.65,664.10004,13.02157,51
60,6602,2019-07-01 09:00:00,2019-07,13.67,1561975135000,13.67,596.71985,11.700389999999999,51
60,6602,2019-08-01 20:00:00,2019-08,0.0,1564693147000,1.95,4.8900003,0.09587999999999999,51
60,6602,2019-08-01 19:00:00,2019-08,0.0,1564689548000,1.95,5.8700004,0.1151,51
60,6602,2019-08-01 18:00:00,2019-08,0.0,1564685952000,1.95,13.68,0.26824000000000003,51
60,6602,2019-08-01 17:00:00,2019-08,0.0,1564682356000,3.91,80.07005,1.57,51
60,6602,2019-08-01 16:00:00,2019-08,1.95,1564678750000,16.6,356.43,6.98882,51
60,6602,2019-08-01 15:00:00,2019-08,16.6,1564675154000,16.6,477.55,9.36373,51
60,6602,2019-08-01 14:00:00,2019-08,7.81,1564671559000,14.65,568.36993,11.14451,51
60,6602,2019-08-01 13:00:00,2019-08,11.72,1564667964000,15.63,647.5,12.69608,51
60,6602,2019-08-01 12:00:00,2019-08,11.72,1564664368000,14.65,634.86993,12.44843,51
60,6602,2019-08-01 11:00:00,2019-08,12.7,1564660764000,13.67,613.37,12.026860000000001,51
60,6602,2019-08-01 10:00:00,2019-08,11.72,1564657169000,12.7,598.6999,11.73921,51
60,6602,2019-08-01 09:00:00,2019-08,10.74,1564653573000,12.7,551.6998,10.817639999999999,51
60,6602,2019-09-01 20:00:00,2019-09,0.0,1567371554000,0.98,1.96,0.0392,50
60,6602,2019-09-01 19:00:00,2019-09,0.98,1567367984000,1.95,5.86,0.12468,47
60,6602,2019-09-01 18:00:00,2019-09,0.0,1567364332000,1.95,6.84,0.1487,46
60,6602,2019-09-01 17:00:00,2019-09,0.98,1567360758000,1.95,6.84,0.1487,46
60,6602,2019-09-01 16:00:00,2019-09,0.0,1567357161000,4.88,79.12001,1.72,46
60,6602,2019-09-01 15:00:00,2019-09,0.98,1567353531000,2.93,75.18004,1.59958,47
60,6602,2019-09-01 14:00:00,2019-09,2.93,1567349925000,3.91,111.29997,2.226,50
60,6602,2019-09-01 13:00:00,2019-09,3.91,1567346398000,6.84,257.80005,4.95769,52
60,6602,2019-09-01 12:00:00,2019-09,7.81,1567342734000,13.67,485.3501,9.51667,51
60,6602,2019-09-01 11:00:00,2019-09,8.79,1567339128000,11.72,449.23992999999996,8.80863,51
60,6602,2019-09-01 10:00:00,2019-09,6.84,1567335532000,12.7,427.77997,8.387839999999999,51
60,6602,2019-09-01 09:00:00,2019-09,11.72,1567331937000,12.7,295.96,5.80314,51
60,6602,2019-10-01 20:00:00,2019-10,0.0,1569963585000,1.95,3.91,0.07667,51
60,6602,2019-10-01 19:00:00,2019-10,0.0,1569959987000,1.95,4.8900003,0.09587999999999999,51
60,6602,2019-10-01 18:00:00,2019-10,0.0,1569956392000,0.98,3.92,0.07686,51
60,6602,2019-10-01 17:00:00,2019-10,0.0,1569952786000,1.95,5.8700004,0.1151,51
60,6602,2019-10-01 16:00:00,2019-10,0.0,1569949190000,9.77,73.28001,1.43686,51
60,6602,2019-10-01 15:00:00,2019-10,9.77,1569945595000,12.7,524.44995,10.28333,51
60,6602,2019-10-01 14:00:00,2019-10,10.74,1569941999000,14.65,400.46,7.70115,52
60,6602,2019-10-01 13:00:00,2019-10,8.79,1569938324000,11.72,415.06985,8.3014,50
60,6602,2019-10-01 12:00:00,2019-10,8.79,1569934797000,11.72,418.99008,8.0575,52
60,6602,2019-10-01 11:00:00,2019-10,8.79,1569931136000,14.65,487.34018,9.55569,51
60,6602,2019-10-01 10:00:00,2019-10,9.77,1569927540000,14.65,438.6099,8.60019,51
60,6602,2019-10-01 09:00:00,2019-10,12.7,1569923946000,14.65,691.41003,13.55706,51
